,index,font_name,char,char_id,style,style_id,x_min,x_max,y_min,y_max,contour_max,order_max,split
20943,20943,Athiti-ExtraLight.ttf,N,13,SANS_SERIF,0,90,513,0,610,1,15,train
20944,20944,Athiti-ExtraLight.ttf,O,14,SANS_SERIF,0,64,530,-10,620,2,19,train
20945,20945,Athiti-ExtraLight.ttf,P,15,SANS_SERIF,0,91,459,0,620,2,14,train
20946,20946,Athiti-ExtraLight.ttf,Q,16,SANS_SERIF,0,64,533,-137,620,2,29,train
20947,20947,Athiti-ExtraLight.ttf,R,17,SANS_SERIF,0,90,531,-5,620,2,30,train
20948,20948,Athiti-ExtraLight.ttf,S,18,SANS_SERIF,0,60,434,-10,620,1,43,train
20949,20949,Athiti-ExtraLight.ttf,T,19,SANS_SERIF,0,38,467,0,610,1,9,train
20950,20950,Athiti-ExtraLight.ttf,U,20,SANS_SERIF,0,86,497,-10,610,1,19,train
20951,20951,Athiti-ExtraLight.ttf,V,21,SANS_SERIF,0,49,520,0,615,1,17,train
20952,20952,Athiti-ExtraLight.ttf,W,22,SANS_SERIF,0,53,763,0,616,1,32,train
20953,20953,Athiti-ExtraLight.ttf,X,23,SANS_SERIF,0,55,551,-5,618,1,27,train
20954,20954,Athiti-ExtraLight.ttf,Y,24,SANS_SERIF,0,34,548,0,617,1,21,train
20955,20955,Athiti-ExtraLight.ttf,Z,25,SANS_SERIF,0,65,475,0,610,1,21,train
20956,20956,Athiti-SemiBold.ttf,A,0,SANS_SERIF,0,31,593,0,618,2,16,train
20957,20957,Athiti-SemiBold.ttf,B,1,SANS_SERIF,0,71,521,0,626,3,19,train
20958,20958,Athiti-SemiBold.ttf,C,2,SANS_SERIF,0,50,552,-9,628,1,32,train
20959,20959,Athiti-SemiBold.ttf,D,3,SANS_SERIF,0,71,560,0,628,2,14,train
20960,20960,Athiti-SemiBold.ttf,E,4,SANS_SERIF,0,71,500,-9,618,1,20,train
20961,20961,Athiti-SemiBold.ttf,F,5,SANS_SERIF,0,71,497,0,618,1,11,train
20962,20962,Athiti-SemiBold.ttf,G,6,SANS_SERIF,0,50,561,-9,628,1,37,train
20963,20963,Athiti-SemiBold.ttf,H,7,SANS_SERIF,0,70,545,0,618,1,13,train
20964,20964,Athiti-SemiBold.ttf,I,8,SANS_SERIF,0,74,184,0,618,1,5,train
20965,20965,Athiti-SemiBold.ttf,J,9,SANS_SERIF,0,26,377,-9,618,1,17,train
20966,20966,Athiti-SemiBold.ttf,K,10,SANS_SERIF,0,71,584,-7,624,1,33,train
20967,20967,Athiti-SemiBold.ttf,L,11,SANS_SERIF,0,71,454,0,618,1,7,train
20968,20968,Athiti-SemiBold.ttf,M,12,SANS_SERIF,0,64,647,0,618,1,19,train
20969,20969,Athiti-SemiBold.ttf,N,13,SANS_SERIF,0,71,571,0,618,1,15,train
20970,20970,Athiti-SemiBold.ttf,O,14,SANS_SERIF,0,48,590,-8,628,2,17,train
20971,20971,Athiti-SemiBold.ttf,P,15,SANS_SERIF,0,71,516,0,626,2,13,train
20972,20972,Athiti-SemiBold.ttf,Q,16,SANS_SERIF,0,48,590,-140,628,2,27,train
20973,20973,Athiti-SemiBold.ttf,R,17,SANS_SERIF,0,71,573,-7,628,2,29,train
20974,20974,Athiti-SemiBold.ttf,S,18,SANS_SERIF,0,46,494,-8,628,1,43,train
20975,20975,Athiti-SemiBold.ttf,T,19,SANS_SERIF,0,32,538,0,618,1,9,train
20976,20976,Athiti-SemiBold.ttf,U,20,SANS_SERIF,0,69,557,-9,618,1,18,train
20977,20977,Athiti-SemiBold.ttf,V,21,SANS_SERIF,0,30,581,0,626,1,17,train
20978,20978,Athiti-SemiBold.ttf,W,22,SANS_SERIF,0,32,817,0,620,1,32,train
20979,20979,Athiti-SemiBold.ttf,X,23,SANS_SERIF,0,38,595,-8,621,1,28,train
20980,20980,Athiti-SemiBold.ttf,Y,24,SANS_SERIF,0,24,606,0,623,1,19,train
20981,20981,Athiti-SemiBold.ttf,Z,25,SANS_SERIF,0,46,533,0,618,1,21,train
20982,20982,Athiti-Bold.ttf,A,0,SANS_SERIF,0,25,626,0,620,2,15,train
20983,20983,Athiti-Bold.ttf,B,1,SANS_SERIF,0,65,555,0,626,3,18,train
20984,20984,Athiti-Bold.ttf,C,2,SANS_SERIF,0,44,596,-10,630,1,31,train
20985,20985,Athiti-Bold.ttf,D,3,SANS_SERIF,0,65,595,0,630,2,13,train
20986,20986,Athiti-Bold.ttf,E,4,SANS_SERIF,0,65,535,-10,620,1,20,train
20987,20987,Athiti-Bold.ttf,F,5,SANS_SERIF,0,65,531,0,620,1,11,train
20988,20988,Athiti-Bold.ttf,G,6,SANS_SERIF,0,44,594,-10,630,1,38,train
20989,20989,Athiti-Bold.ttf,H,7,SANS_SERIF,0,65,581,0,620,1,13,train
20990,20990,Athiti-Bold.ttf,I,8,SANS_SERIF,0,68,218,0,620,1,5,train
20991,20991,Athiti-Bold.ttf,J,9,SANS_SERIF,0,20,420,-10,620,1,18,train
20992,20992,Athiti-Bold.ttf,K,10,SANS_SERIF,0,65,611,-5,626,1,33,train
20993,20993,Athiti-Bold.ttf,L,11,SANS_SERIF,0,65,488,0,620,1,7,train
20994,20994,Athiti-Bold.ttf,M,12,SANS_SERIF,0,58,682,0,620,1,19,train
20995,20995,Athiti-Bold.ttf,N,13,SANS_SERIF,0,65,604,0,620,1,15,train
20996,20996,Athiti-Bold.ttf,O,14,SANS_SERIF,0,42,623,-9,630,2,19,train
20997,20997,Athiti-Bold.ttf,P,15,SANS_SERIF,0,65,551,0,626,2,14,train
20998,20998,Athiti-Bold.ttf,Q,16,SANS_SERIF,0,42,623,-146,630,2,28,train
20999,20999,Athiti-Bold.ttf,R,17,SANS_SERIF,0,65,600,-5,630,2,30,train
21000,21000,Athiti-Bold.ttf,S,18,SANS_SERIF,0,40,540,-8,630,1,44,train
21001,21001,Athiti-Bold.ttf,T,19,SANS_SERIF,0,26,572,0,620,1,9,train
21002,21002,Athiti-Bold.ttf,U,20,SANS_SERIF,0,63,590,-10,620,1,20,train
21003,21003,Athiti-Bold.ttf,V,21,SANS_SERIF,0,24,620,0,628,1,17,train
21004,21004,Athiti-Bold.ttf,W,22,SANS_SERIF,0,26,850,0,622,1,30,train
21005,21005,Athiti-Bold.ttf,X,23,SANS_SERIF,0,32,627,-8,620,1,27,train
21006,21006,Athiti-Bold.ttf,Y,24,SANS_SERIF,0,18,637,0,625,1,19,train
21007,21007,Athiti-Bold.ttf,Z,25,SANS_SERIF,0,40,563,0,620,1,21,train
21008,21008,Athiti-Medium.ttf,A,0,SANS_SERIF,0,35,572,0,616,2,15,train
21009,21009,Athiti-Medium.ttf,B,1,SANS_SERIF,0,75,500,0,626,3,18,train
21010,21010,Athiti-Medium.ttf,C,2,SANS_SERIF,0,54,525,-8,626,1,32,train
21011,21011,Athiti-Medium.ttf,D,3,SANS_SERIF,0,75,539,0,626,2,14,train
21012,21012,Athiti-Medium.ttf,E,4,SANS_SERIF,0,75,479,-8,616,1,20,train
21013,21013,Athiti-Medium.ttf,F,5,SANS_SERIF,0,75,476,0,616,1,11,train
21014,21014,Athiti-Medium.ttf,G,6,SANS_SERIF,0,54,540,-8,626,1,38,train
21015,21015,Athiti-Medium.ttf,H,7,SANS_SERIF,0,75,525,0,616,1,13,train
21016,21016,Athiti-Medium.ttf,I,8,SANS_SERIF,0,78,163,0,616,1,5,train
21017,21017,Athiti-Medium.ttf,J,9,SANS_SERIF,0,30,350,-8,616,1,17,train
21018,21018,Athiti-Medium.ttf,K,10,SANS_SERIF,0,75,567,-8,622,1,33,train
21019,21019,Athiti-Medium.ttf,L,11,SANS_SERIF,0,75,433,0,616,1,7,train
21020,21020,Athiti-Medium.ttf,M,12,SANS_SERIF,0,68,626,0,616,1,19,train
21021,21021,Athiti-Medium.ttf,N,13,SANS_SERIF,0,75,550,0,616,1,15,train
21022,21022,Athiti-Medium.ttf,O,14,SANS_SERIF,0,52,569,-8,626,2,17,train
21023,21023,Athiti-Medium.ttf,P,15,SANS_SERIF,0,75,495,0,626,2,13,train
21024,21024,Athiti-Medium.ttf,Q,16,SANS_SERIF,0,52,569,-137,626,2,27,train
21025,21025,Athiti-Medium.ttf,R,17,SANS_SERIF,0,75,557,-8,626,2,29,train
21026,21026,Athiti-Medium.ttf,S,18,SANS_SERIF,0,50,466,-8,626,1,42,train
21027,21027,Athiti-Medium.ttf,T,19,SANS_SERIF,0,36,517,0,616,1,9,train
21028,21028,Athiti-Medium.ttf,U,20,SANS_SERIF,0,73,536,-8,616,1,19,train
21029,21029,Athiti-Medium.ttf,V,21,SANS_SERIF,0,34,557,0,624,1,17,train
21030,21030,Athiti-Medium.ttf,W,22,SANS_SERIF,0,36,797,0,618,1,37,train
21031,21031,Athiti-Medium.ttf,X,23,SANS_SERIF,0,42,576,-8,621,1,27,train
21032,21032,Athiti-Medium.ttf,Y,24,SANS_SERIF,0,28,587,0,621,1,21,train
21033,21033,Athiti-Medium.ttf,Z,25,SANS_SERIF,0,50,515,0,616,1,21,train
21034,21034,Athiti-Regular.ttf,A,0,SANS_SERIF,0,40,551,0,614,2,15,train
21035,21035,Athiti-Regular.ttf,B,1,SANS_SERIF,0,81,484,0,624,3,17,train
21036,21036,Athiti-Regular.ttf,C,2,SANS_SERIF,0,57,509,-9,624,1,30,train
21037,21037,Athiti-Regular.ttf,D,3,SANS_SERIF,0,81,523,0,624,2,14,train
21038,21038,Athiti-Regular.ttf,E,4,SANS_SERIF,0,81,463,-9,614,1,20,train
21039,21039,Athiti-Regular.ttf,F,5,SANS_SERIF,0,82,461,0,616,1,11,train
21040,21040,Athiti-Regular.ttf,G,6,SANS_SERIF,0,57,522,-9,624,1,37,train
21041,21041,Athiti-Regular.ttf,H,7,SANS_SERIF,0,82,510,0,614,1,13,train
21042,21042,Athiti-Regular.ttf,I,8,SANS_SERIF,0,84,147,0,614,1,5,train
21043,21043,Athiti-Regular.ttf,J,9,SANS_SERIF,0,31,337,-9,616,1,17,train
21044,21044,Athiti-Regular.ttf,K,10,SANS_SERIF,0,82,557,-7,617,1,35,train
21045,21045,Athiti-Regular.ttf,L,11,SANS_SERIF,0,82,427,0,614,1,7,train
21046,21046,Athiti-Regular.ttf,M,12,SANS_SERIF,0,73,609,0,614,1,19,train
21047,21047,Athiti-Regular.ttf,N,13,SANS_SERIF,0,82,535,0,614,1,15,train
21048,21048,Athiti-Regular.ttf,O,14,SANS_SERIF,0,57,553,-9,624,2,18,train
21049,21049,Athiti-Regular.ttf,P,15,SANS_SERIF,0,82,480,0,624,2,13,train
21050,21050,Athiti-Regular.ttf,Q,16,SANS_SERIF,0,57,554,-137,624,2,27,train
21051,21051,Athiti-Regular.ttf,R,17,SANS_SERIF,0,81,546,-7,624,2,29,train
21052,21052,Athiti-Regular.ttf,S,18,SANS_SERIF,0,54,453,-9,624,1,43,train
21053,21053,Athiti-Regular.ttf,T,19,SANS_SERIF,0,37,496,0,614,1,9,train
21054,21054,Athiti-Regular.ttf,U,20,SANS_SERIF,0,78,519,-9,614,1,17,train
21055,21055,Athiti-Regular.ttf,V,21,SANS_SERIF,0,40,541,0,620,1,17,train
21056,21056,Athiti-Regular.ttf,W,22,SANS_SERIF,0,43,783,0,617,1,28,train
21057,21057,Athiti-Regular.ttf,X,23,SANS_SERIF,0,47,559,-7,620,1,26,train
21058,21058,Athiti-Regular.ttf,Y,24,SANS_SERIF,0,30,570,0,619,1,21,train
21059,21059,Athiti-Regular.ttf,Z,25,SANS_SERIF,0,56,498,0,614,1,21,train
21060,21060,Athiti-Light.ttf,A,0,SANS_SERIF,0,44,536,0,612,2,13,train
21061,21061,Athiti-Light.ttf,B,1,SANS_SERIF,0,86,474,0,622,3,15,train
21062,21062,Athiti-Light.ttf,C,2,SANS_SERIF,0,60,499,-9,622,1,29,train
21063,21063,Athiti-Light.ttf,D,3,SANS_SERIF,0,86,513,0,622,2,14,train
21064,21064,Athiti-Light.ttf,E,4,SANS_SERIF,0,86,453,-9,612,1,19,train
21065,21065,Athiti-Light.ttf,F,5,SANS_SERIF,0,86,450,0,616,1,11,train
21066,21066,Athiti-Light.ttf,G,6,SANS_SERIF,0,60,509,-9,622,1,36,train
21067,21067,Athiti-Light.ttf,H,7,SANS_SERIF,0,86,499,0,612,1,13,train
21068,21068,Athiti-Light.ttf,I,8,SANS_SERIF,0,89,136,0,612,1,5,train
21069,21069,Athiti-Light.ttf,J,9,SANS_SERIF,0,31,327,-9,616,1,15,train
21070,21070,Athiti-Light.ttf,K,10,SANS_SERIF,0,86,548,-6,613,1,35,train
21071,21071,Athiti-Light.ttf,L,11,SANS_SERIF,0,86,421,0,612,1,7,train
21072,21072,Athiti-Light.ttf,M,12,SANS_SERIF,0,77,598,0,612,1,19,train
21073,21073,Athiti-Light.ttf,N,13,SANS_SERIF,0,86,524,0,612,1,15,train
21074,21074,Athiti-Light.ttf,O,14,SANS_SERIF,0,61,541,-9,622,2,19,train
21075,21075,Athiti-Light.ttf,P,15,SANS_SERIF,0,86,469,0,622,2,13,train
21076,21076,Athiti-Light.ttf,Q,16,SANS_SERIF,0,61,544,-137,622,2,28,train
21077,21077,Athiti-Light.ttf,R,17,SANS_SERIF,0,86,539,-6,622,2,29,train
21078,21078,Athiti-Light.ttf,S,18,SANS_SERIF,0,57,443,-9,622,1,41,train
21079,21079,Athiti-Light.ttf,T,19,SANS_SERIF,0,38,482,0,612,1,9,train
21080,21080,Athiti-Light.ttf,U,20,SANS_SERIF,0,82,508,-9,612,1,19,train
21081,21081,Athiti-Light.ttf,V,21,SANS_SERIF,0,45,531,0,618,1,17,train
21082,21082,Athiti-Light.ttf,W,22,SANS_SERIF,0,48,772,0,617,1,27,train
21083,21083,Athiti-Light.ttf,X,23,SANS_SERIF,0,51,554,-6,619,1,27,train
21084,21084,Athiti-Light.ttf,Y,24,SANS_SERIF,0,32,559,0,618,1,19,train
21085,21085,Athiti-Light.ttf,Z,25,SANS_SERIF,0,61,487,0,612,1,21,train
21086,21086,MervaleScript-Regular.ttf,A,0,HANDWRITING,1,-373,799,-249,1554,2,72,train
21087,21087,MervaleScript-Regular.ttf,B,1,HANDWRITING,1,-123,1298,-211,1561,2,96,train
21088,21088,MervaleScript-Regular.ttf,C,2,HANDWRITING,1,-51,1128,-231,1538,1,73,train
21089,21089,MervaleScript-Regular.ttf,D,3,HANDWRITING,1,-124,1389,-209,1571,1,86,train
21090,21090,MervaleScript-Regular.ttf,E,4,HANDWRITING,1,-115,1092,-231,1581,1,89,train
21091,21091,MervaleScript-Regular.ttf,F,5,HANDWRITING,1,-207,1481,-256,1614,2,124,train
21092,21092,MervaleScript-Regular.ttf,G,6,HANDWRITING,1,-51,1128,-229,1538,1,91,train
21093,21093,MervaleScript-Regular.ttf,H,7,HANDWRITING,1,-252,1466,-263,1586,1,152,train
21094,21094,MervaleScript-Regular.ttf,I,8,HANDWRITING,1,-184,1055,-231,1542,1,85,train
21095,21095,MervaleScript-Regular.ttf,J,9,HANDWRITING,1,-410,956,-543,1540,2,64,train
21096,21096,MervaleScript-Regular.ttf,K,10,HANDWRITING,1,-262,1452,-383,1628,1,117,train
21097,21097,MervaleScript-Regular.ttf,L,11,HANDWRITING,1,-492,1202,-279,1620,2,100,train
21098,21098,MervaleScript-Regular.ttf,M,12,HANDWRITING,1,-391,1225,-241,1578,1,126,train
21099,21099,MervaleScript-Regular.ttf,N,13,HANDWRITING,1,-786,1649,-524,1743,1,96,train
21100,21100,MervaleScript-Regular.ttf,O,14,HANDWRITING,1,-51,1128,-229,1538,2,38,train
21101,21101,MervaleScript-Regular.ttf,P,15,HANDWRITING,1,-123,1276,-178,1561,1,102,train
21102,21102,MervaleScript-Regular.ttf,Q,16,HANDWRITING,1,-51,1128,-491,1538,2,54,train
21103,21103,MervaleScript-Regular.ttf,R,17,HANDWRITING,1,-127,1315,-383,1561,1,118,train
21104,21104,MervaleScript-Regular.ttf,S,18,HANDWRITING,1,-199,956,-215,1575,1,89,train
21105,21105,MervaleScript-Regular.ttf,T,19,HANDWRITING,1,-207,1481,-256,1614,2,92,train
21106,21106,MervaleScript-Regular.ttf,U,20,HANDWRITING,1,-12,1368,-193,1577,1,104,train
21107,21107,MervaleScript-Regular.ttf,V,21,HANDWRITING,1,82,1307,-250,1588,1,71,train
21108,21108,MervaleScript-Regular.ttf,W,22,HANDWRITING,1,67,1629,-239,1621,1,131,train
21109,21109,MervaleScript-Regular.ttf,X,23,HANDWRITING,1,-287,1280,-242,1540,1,135,train
21110,21110,MervaleScript-Regular.ttf,Y,24,HANDWRITING,1,61,1364,-518,1595,2,96,train
21111,21111,MervaleScript-Regular.ttf,Z,25,HANDWRITING,1,-205,1024,-526,1575,2,87,train
21112,21112,Condiment-Regular.ttf,A,0,HANDWRITING,1,-17,785,-57,704,2,45,train
21113,21113,Condiment-Regular.ttf,B,1,HANDWRITING,1,-26,741,-44,702,2,37,train
21114,21114,Condiment-Regular.ttf,C,2,HANDWRITING,1,69,751,-24,701,1,46,train
21115,21115,Condiment-Regular.ttf,D,3,HANDWRITING,1,-28,744,-44,704,2,27,train
21116,21116,Condiment-Regular.ttf,E,4,HANDWRITING,1,-27,768,-44,707,1,73,train
21117,21117,Condiment-Regular.ttf,F,5,HANDWRITING,1,-39,756,-44,707,1,55,train
21118,21118,Condiment-Regular.ttf,G,6,HANDWRITING,1,52,750,-24,701,1,68,train
21119,21119,Condiment-Regular.ttf,H,7,HANDWRITING,1,-10,827,-44,701,1,66,train
21120,21120,Condiment-Regular.ttf,I,8,HANDWRITING,1,-27,505,-18,701,1,23,train
21121,21121,Condiment-Regular.ttf,J,9,HANDWRITING,1,-9,769,-14,701,1,45,train
21122,21122,Condiment-Regular.ttf,K,10,HANDWRITING,1,-20,827,-44,701,1,64,train
21123,21123,Condiment-Regular.ttf,L,11,HANDWRITING,1,-27,543,-44,701,1,48,train
21124,21124,Condiment-Regular.ttf,M,12,HANDWRITING,1,-31,993,-37,712,1,66,train
21125,21125,Condiment-Regular.ttf,N,13,HANDWRITING,1,-31,841,-37,713,1,59,train
21126,21126,Condiment-Regular.ttf,O,14,HANDWRITING,1,79,747,-19,713,2,17,train
21127,21127,Condiment-Regular.ttf,P,15,HANDWRITING,1,-28,770,-46,706,2,28,train
21128,21128,Condiment-Regular.ttf,Q,16,HANDWRITING,1,81,749,-108,713,2,31,train
21129,21129,Condiment-Regular.ttf,R,17,HANDWRITING,1,-26,748,-26,707,1,55,train
21130,21130,Condiment-Regular.ttf,S,18,HANDWRITING,1,-13,761,-15,704,1,63,train
21131,21131,Condiment-Regular.ttf,T,19,HANDWRITING,1,21,719,-28,713,1,52,train
21132,21132,Condiment-Regular.ttf,U,20,HANDWRITING,1,50,822,-25,720,1,41,train
21133,21133,Condiment-Regular.ttf,V,21,HANDWRITING,1,39,818,-17,726,1,42,train
21134,21134,Condiment-Regular.ttf,W,22,HANDWRITING,1,34,1162,-17,726,1,76,train
21135,21135,Condiment-Regular.ttf,X,23,HANDWRITING,1,-51,880,-25,711,1,60,train
21136,21136,Condiment-Regular.ttf,Y,24,HANDWRITING,1,17,788,-29,714,1,41,train
21137,21137,Condiment-Regular.ttf,Z,25,HANDWRITING,1,-16,795,-27,709,1,56,train
21138,21138,Fasthand-Regular.ttf,A,0,DISPLAY,2,30,1344,-81,1516,2,314,train
21139,21139,Fasthand-Regular.ttf,B,1,DISPLAY,2,-62,1272,-68,1506,2,295,train
21140,21140,Fasthand-Regular.ttf,C,2,DISPLAY,2,20,1242,-69,1520,1,426,train
21141,21141,Fasthand-Regular.ttf,D,3,DISPLAY,2,60,1272,-72,1486,2,206,train
21142,21142,Fasthand-Regular.ttf,E,4,DISPLAY,2,-88,1088,-92,1480,1,424,train
21143,21143,Fasthand-Regular.ttf,F,5,DISPLAY,2,60,1168,-166,1449,1,337,train
21144,21144,Fasthand-Regular.ttf,G,6,DISPLAY,2,-62,1536,-82,1566,3,296,train
21145,21145,Fasthand-Regular.ttf,H,7,DISPLAY,2,-40,1512,-98,1528,2,406,train
21146,21146,Fasthand-Regular.ttf,I,8,DISPLAY,2,-144,996,-92,1466,1,233,train
21147,21147,Fasthand-Regular.ttf,J,9,DISPLAY,2,-230,1048,-116,1461,1,288,train
21148,21148,Fasthand-Regular.ttf,K,10,DISPLAY,2,-52,1246,-114,1530,1,465,train
21149,21149,Fasthand-Regular.ttf,L,11,DISPLAY,2,-58,722,-88,1524,1,224,train
21150,21150,Fasthand-Regular.ttf,M,12,DISPLAY,2,30,1912,-88,1492,1,739,train
21151,21151,Fasthand-Regular.ttf,N,13,DISPLAY,2,-20,1300,-78,1518,1,556,train
21152,21152,Fasthand-Regular.ttf,O,14,DISPLAY,2,82,1338,-102,1464,3,240,train
21153,21153,Fasthand-Regular.ttf,P,15,DISPLAY,2,-64,1189,-88,1479,2,246,train
21154,21154,Fasthand-Regular.ttf,Q,16,DISPLAY,2,77,1156,-262,1492,3,245,train
21155,21155,Fasthand-Regular.ttf,R,17,DISPLAY,2,-46,1320,-288,1474,2,366,train
21156,21156,Fasthand-Regular.ttf,S,18,DISPLAY,2,-20,1178,-76,1502,1,452,train
21157,21157,Fasthand-Regular.ttf,T,19,DISPLAY,2,80,1300,-44,1506,1,297,train
21158,21158,Fasthand-Regular.ttf,U,20,DISPLAY,2,60,1445,-90,1498,1,405,train
21159,21159,Fasthand-Regular.ttf,V,21,DISPLAY,2,143,1496,-60,1522,1,404,train
21160,21160,Fasthand-Regular.ttf,W,22,DISPLAY,2,10,1952,-78,1528,1,682,train
21161,21161,Fasthand-Regular.ttf,X,23,DISPLAY,2,-52,1532,-156,1528,1,483,train
21162,21162,Fasthand-Regular.ttf,Y,24,DISPLAY,2,8,1468,-258,1536,1,485,train
21163,21163,Fasthand-Regular.ttf,Z,25,DISPLAY,2,-68,1248,-52,1490,1,281,train
21164,21164,Margarine-Regular.ttf,A,0,DISPLAY,2,-23,1092,-61,1507,2,192,train
21165,21165,Margarine-Regular.ttf,B,1,DISPLAY,2,109,1100,-127,1538,3,179,train
21166,21166,Margarine-Regular.ttf,C,2,DISPLAY,2,72,1214,-98,1538,1,256,train
21167,21167,Margarine-Regular.ttf,D,3,DISPLAY,2,113,1083,-70,1493,2,224,train
21168,21168,Margarine-Regular.ttf,E,4,DISPLAY,2,44,1083,12,1485,1,248,train
21169,21169,Margarine-Regular.ttf,F,5,DISPLAY,2,63,1145,-41,1466,1,226,train
21170,21170,Margarine-Regular.ttf,G,6,DISPLAY,2,57,1372,0,1432,1,283,train
21171,21171,Margarine-Regular.ttf,H,7,DISPLAY,2,-12,1180,-74,1495,1,265,train
21172,21172,Margarine-Regular.ttf,I,8,DISPLAY,2,59,403,16,1831,2,124,train
21173,21173,Margarine-Regular.ttf,J,9,DISPLAY,2,33,1067,-68,1475,1,191,train
21174,21174,Margarine-Regular.ttf,K,10,DISPLAY,2,119,1130,-39,1421,1,259,train
21175,21175,Margarine-Regular.ttf,L,11,DISPLAY,2,121,1004,-31,1438,1,133,train
21176,21176,Margarine-Regular.ttf,M,12,DISPLAY,2,23,1569,-29,1438,1,400,train
21177,21177,Margarine-Regular.ttf,N,13,DISPLAY,2,109,1219,-2,1507,1,308,train
21178,21178,Margarine-Regular.ttf,O,14,DISPLAY,2,82,1292,-92,1497,2,192,train
21179,21179,Margarine-Regular.ttf,P,15,DISPLAY,2,113,1057,-45,1528,2,163,train
21180,21180,Margarine-Regular.ttf,Q,16,DISPLAY,2,76,1251,-346,1462,2,207,train
21181,21181,Margarine-Regular.ttf,R,17,DISPLAY,2,115,1061,-60,1468,2,237,train
21182,21182,Margarine-Regular.ttf,S,18,DISPLAY,2,59,1077,-90,1528,1,308,train
21183,21183,Margarine-Regular.ttf,T,19,DISPLAY,2,8,1016,-45,1503,1,171,train
21184,21184,Margarine-Regular.ttf,U,20,DISPLAY,2,90,1159,-84,1440,1,273,train
21185,21185,Margarine-Regular.ttf,V,21,DISPLAY,2,25,1030,-31,1487,1,215,train
21186,21186,Margarine-Regular.ttf,W,22,DISPLAY,2,49,1638,-39,1460,1,309,train
21187,21187,Margarine-Regular.ttf,X,23,DISPLAY,2,63,1049,-98,1479,1,305,train
21188,21188,Margarine-Regular.ttf,Y,24,DISPLAY,2,4,963,-117,1614,1,220,train
21189,21189,Margarine-Regular.ttf,Z,25,DISPLAY,2,35,993,-12,1483,1,223,train
21190,21190,Comfortaa[wght].ttf,A,0,DISPLAY,2,14,695,0,781,2,22,train
21191,21191,Comfortaa[wght].ttf,B,1,DISPLAY,2,100,640,0,781,3,24,train
21192,21192,Comfortaa[wght].ttf,C,2,DISPLAY,2,62,708,-10,791,1,48,train
21193,21193,Comfortaa[wght].ttf,D,3,DISPLAY,2,100,709,0,781,2,20,train
21194,21194,Comfortaa[wght].ttf,E,4,DISPLAY,2,100,647,0,781,1,34,train
21195,21195,Comfortaa[wght].ttf,F,5,DISPLAY,2,38,585,0,781,1,29,train
21196,21196,Comfortaa[wght].ttf,G,6,DISPLAY,2,62,708,-10,791,2,48,train
21197,21197,Comfortaa[wght].ttf,H,7,DISPLAY,2,100,744,0,781,1,33,train
21198,21198,Comfortaa[wght].ttf,I,8,DISPLAY,2,100,178,0,781,1,15,train
21199,21199,Comfortaa[wght].ttf,J,9,DISPLAY,2,45,514,-10,781,1,31,train
21200,21200,Comfortaa[wght].ttf,K,10,DISPLAY,2,100,610,0,781,1,34,train
21201,21201,Comfortaa[wght].ttf,L,11,DISPLAY,2,100,608,0,781,1,20,train
21202,21202,Comfortaa[wght].ttf,M,12,DISPLAY,2,100,881,0,781,1,38,train
21203,21203,Comfortaa[wght].ttf,N,13,DISPLAY,2,100,725,0,781,1,30,train
21204,21204,Comfortaa[wght].ttf,O,14,DISPLAY,2,62,860,-10,791,2,21,train
21205,21205,Comfortaa[wght].ttf,P,15,DISPLAY,2,100,591,0,781,2,22,train
21206,21206,Comfortaa[wght].ttf,Q,16,DISPLAY,2,62,860,-10,791,3,21,train
21207,21207,Comfortaa[wght].ttf,R,17,DISPLAY,2,100,603,0,781,3,22,train
21208,21208,Comfortaa[wght].ttf,S,18,DISPLAY,2,58,599,-10,791,1,58,train
21209,21209,Comfortaa[wght].ttf,T,19,DISPLAY,2,15,640,0,781,2,15,train
21210,21210,Comfortaa[wght].ttf,U,20,DISPLAY,2,100,719,-16,781,1,33,train
21211,21211,Comfortaa[wght].ttf,V,21,DISPLAY,2,15,701,0,781,1,22,train
21212,21212,Comfortaa[wght].ttf,W,22,DISPLAY,2,16,919,0,781,1,41,train
21213,21213,Comfortaa[wght].ttf,X,23,DISPLAY,2,46,662,0,781,2,20,train
21214,21214,Comfortaa[wght].ttf,Y,24,DISPLAY,2,3,645,0,781,1,28,train
21215,21215,Comfortaa[wght].ttf,Z,25,DISPLAY,2,48,676,0,781,1,27,train
21216,21216,Glegoo-Bold.ttf,A,0,SERIF,3,3,666,0,730,2,17,train
21217,21217,Glegoo-Bold.ttf,B,1,SERIF,3,66,598,0,730,3,26,train
21218,21218,Glegoo-Bold.ttf,C,2,SERIF,3,52,574,-14,744,1,45,train
21219,21219,Glegoo-Bold.ttf,D,3,SERIF,3,66,644,0,730,2,23,train
21220,21220,Glegoo-Bold.ttf,E,4,SERIF,3,66,579,0,730,1,21,train
21221,21221,Glegoo-Bold.ttf,F,5,SERIF,3,66,539,0,730,1,20,train
21222,21222,Glegoo-Bold.ttf,G,6,SERIF,3,52,585,-14,744,1,48,train
21223,21223,Glegoo-Bold.ttf,H,7,SERIF,3,66,709,0,730,1,29,train
21224,21224,Glegoo-Bold.ttf,I,8,SERIF,3,66,301,0,730,1,13,train
21225,21225,Glegoo-Bold.ttf,J,9,SERIF,3,16,449,-14,730,1,27,train
